population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days)
UM-HET3,C2004,UM,m,UM02177,NFP,200,4,dead,True,815
UM-HET3,C2004,UM,m,UM02457,NFP,200,4,dead,True,910
UM-HET3,C2004,UM,m,UM02464,NFP,200,4,dead,True,1099
UM-HET3,C2004,UM,m,UM02471,NFP,200,4,dead,True,491
UM-HET3,C2004,UM,m,UM02478,NFP,200,4,dead,True,800
UM-HET3,C2004,UM,m,UM02485,NFP,200,4,dead,True,480
UM-HET3,C2004,UM,m,UM02492,NFP,200,4,dead,True,998
UM-HET3,C2004,UM,m,UM02814,NFP,200,4,dead,True,706
UM-HET3,C2004,UM,m,UM02821,NFP,200,4,dead,True,695
UM-HET3,C2004,UM,m,UM02828,NFP,200,4,dead,True,957
UM-HET3,C2004,UM,m,UM02877,NFP,200,4,dead,True,969
UM-HET3,C2004,UM,m,UM02884,NFP,200,4,dead,True,657
UM-HET3,C2004,UM,m,UM02891,NFP,200,4,dead,True,403
UM-HET3,C2004,UM,f,UM02968,NFP,200,4,removed,False,223
UM-HET3,C2004,UM,f,UM02975,NFP,200,4,removed,False,223
UM-HET3,C2004,UM,f,UM02982,NFP,200,4,removed,False,223
UM-HET3,C2004,UM,f,UM02989,NFP,200,4,removed,False,223
UM-HET3,C2004,UM,f,UM03360,NFP,200,4,dead,True,923
UM-HET3,C2004,UM,f,UM03367,NFP,200,4,dead,True,769
UM-HET3,C2004,UM,f,UM03374,NFP,200,4,dead,True,1162
UM-HET3,C2004,UM,f,UM03381,NFP,200,4,dead,True,897
UM-HET3,C2004,UM,m,UM03913,NFP,200,4,dead,True,1017
UM-HET3,C2004,UM,m,UM03920,NFP,200,4,dead,True,923
UM-HET3,C2004,UM,m,UM03927,NFP,200,4,dead,True,753
UM-HET3,C2004,UM,f,UM04018,NFP,200,4,dead,True,698
UM-HET3,C2004,UM,f,UM04025,NFP,200,4,dead,True,857
UM-HET3,C2004,UM,f,UM04032,NFP,200,4,dead,True,949
UM-HET3,C2004,UM,f,UM04039,NFP,200,4,dead,True,685
UM-HET3,C2004,UM,m,UM04207,NFP,200,4,dead,True,811
UM-HET3,C2004,UM,m,UM04214,NFP,200,4,dead,True,862
UM-HET3,C2004,UM,m,UM04221,NFP,200,4,dead,True,908
UM-HET3,C2004,UM,m,UM04298,NFP,200,4,dead,True,947
UM-HET3,C2004,UM,m,UM04305,NFP,200,4,dead,True,820
UM-HET3,C2004,UM,m,UM04312,NFP,200,4,dead,True,885
UM-HET3,C2004,UM,m,UM04340,NFP,200,4,dead,True,739
UM-HET3,C2004,UM,m,UM04347,NFP,200,4,dead,True,831
UM-HET3,C2004,UM,m,UM04354,NFP,200,4,dead,True,1028
UM-HET3,C2004,UM,m,UM04557,NFP,200,4,dead,True,642
UM-HET3,C2004,UM,m,UM04564,NFP,200,4,dead,True,642
UM-HET3,C2004,UM,m,UM04571,NFP,200,4,dead,True,642
UM-HET3,C2004,UM,m,UM04746,NFP,200,4,dead,True,561
UM-HET3,C2004,UM,m,UM04753,NFP,200,4,dead,True,1012
UM-HET3,C2004,UM,m,UM04760,NFP,200,4,dead,True,775
UM-HET3,C2004,UM,m,UM04788,NFP,200,4,dead,True,1011
UM-HET3,C2004,UM,m,UM04795,NFP,200,4,dead,True,788
UM-HET3,C2004,UM,m,UM04802,NFP,200,4,dead,True,970
UM-HET3,C2004,UM,m,UM05082,NFP,200,4,removed,False,630
UM-HET3,C2004,UM,m,UM05089,NFP,200,4,removed,False,630
UM-HET3,C2004,UM,m,UM05096,NFP,200,4,removed,False,630
UM-HET3,C2004,UT,m,UT00005,NFP,200,4,dead,True,444
UM-HET3,C2004,UT,m,UT00006,NFP,200,4,dead,True,561
UM-HET3,C2004,UT,m,UT00007,NFP,200,4,dead,True,1027
UM-HET3,C2004,UT,m,UT00008,NFP,200,4,dead,True,444
UM-HET3,C2004,UT,m,UT00009,NFP,200,4,dead,True,907
UM-HET3,C2004,UT,m,UT00010,NFP,200,4,dead,True,903
UM-HET3,C2004,UT,f,UT00031,NFP,200,4,dead,True,1217
UM-HET3,C2004,UT,f,UT00032,NFP,200,4,dead,True,920
UM-HET3,C2004,UT,f,UT00033,NFP,200,4,dead,True,1169
UM-HET3,C2004,UT,f,UT00034,NFP,200,4,dead,True,916
UM-HET3,C2004,UT,m,UT00146,NFP,200,4,dead,True,927
UM-HET3,C2004,UT,m,UT00147,NFP,200,4,dead,True,725
UM-HET3,C2004,UT,m,UT00148,NFP,200,4,dead,True,683
UM-HET3,C2004,UT,f,UT00190,NFP,200,4,dead,True,973
UM-HET3,C2004,UT,f,UT00191,NFP,200,4,dead,True,883
UM-HET3,C2004,UT,f,UT00192,NFP,200,4,dead,True,862
UM-HET3,C2004,UT,f,UT00193,NFP,200,4,dead,True,972
UM-HET3,C2004,UT,m,UT00246,NFP,200,4,dead,True,715
UM-HET3,C2004,UT,m,UT00249,NFP,200,4,dead,True,1145
UM-HET3,C2004,UT,m,UT00250,NFP,200,4,dead,True,700
UM-HET3,C2004,UT,f,UT00287,NFP,200,4,dead,True,449
UM-HET3,C2004,UT,f,UT00288,NFP,200,4,dead,True,795
UM-HET3,C2004,UT,f,UT00289,NFP,200,4,dead,True,720
UM-HET3,C2004,UT,f,UT00290,NFP,200,4,dead,True,477
UM-HET3,C2004,UT,m,UT00325,NFP,200,4,dead,True,305
UM-HET3,C2004,UT,m,UT00326,NFP,200,4,dead,True,896
UM-HET3,C2004,UT,m,UT00327,NFP,200,4,dead,True,866
UM-HET3,C2004,UT,m,UT00343,NFP,200,4,removed,False,569
UM-HET3,C2004,UT,m,UT00344,NFP,200,4,dead,True,682
UM-HET3,C2004,UT,m,UT00345,NFP,200,4,dead,True,506
UM-HET3,C2004,UT,m,UT00364,NFP,200,4,dead,True,524
UM-HET3,C2004,UT,m,UT00365,NFP,200,4,dead,True,764
UM-HET3,C2004,UT,m,UT00366,NFP,200,4,dead,True,973
UM-HET3,C2004,UT,f,UT00367,NFP,200,4,dead,True,789
UM-HET3,C2004,UT,f,UT00368,NFP,200,4,dead,True,442
UM-HET3,C2004,UT,f,UT00369,NFP,200,4,dead,True,635
UM-HET3,C2004,UT,f,UT00370,NFP,200,4,dead,True,670
UM-HET3,C2004,UT,f,UT00381,NFP,200,4,dead,True,749
UM-HET3,C2004,UT,f,UT00382,NFP,200,4,dead,True,980
UM-HET3,C2004,UT,f,UT00383,NFP,200,4,dead,True,1035
UM-HET3,C2004,UT,f,UT00384,NFP,200,4,dead,True,871
UM-HET3,C2004,UT,f,UT00409,NFP,200,4,dead,True,917
UM-HET3,C2004,UT,f,UT00410,NFP,200,4,dead,True,755
UM-HET3,C2004,UT,f,UT00411,NFP,200,4,dead,True,879
UM-HET3,C2004,UT,f,UT00412,NFP,200,4,dead,True,1039
UM-HET3,C2004,UT,f,UT00427,NFP,200,4,dead,True,896
UM-HET3,C2004,UT,f,UT00428,NFP,200,4,dead,True,212
UM-HET3,C2004,UT,f,UT00429,NFP,200,4,dead,True,823
UM-HET3,C2004,UT,f,UT00432,NFP,200,4,dead,True,638
UM-HET3,C2004,UT,f,UT00483,NFP,200,4,dead,True,1104
UM-HET3,C2004,UT,f,UT00484,NFP,200,4,dead,True,510
UM-HET3,C2004,UT,f,UT00485,NFP,200,4,dead,True,842
UM-HET3,C2004,UT,f,UT00486,NFP,200,4,dead,True,664
UM-HET3,C2004,UT,f,UT00490,NFP,200,4,dead,True,948
UM-HET3,C2004,UT,f,UT00491,NFP,200,4,dead,True,772
UM-HET3,C2004,UT,f,UT00492,NFP,200,4,dead,True,901
UM-HET3,C2004,UT,f,UT00493,NFP,200,4,dead,True,711
UM-HET3,C2004,UT,m,UT00514,NFP,200,4,dead,True,709
UM-HET3,C2004,UT,m,UT00515,NFP,200,4,dead,True,959
UM-HET3,C2004,UT,m,UT00516,NFP,200,4,dead,True,648
UM-HET3,C2004,UT,m,UT00535,NFP,200,4,removed,False,684
UM-HET3,C2004,UT,m,UT00536,NFP,200,4,dead,True,501
UM-HET3,C2004,UT,m,UT00537,NFP,200,4,dead,True,1010
UM-HET3,C2004,UT,m,UT00569,NFP,200,4,dead,True,756
UM-HET3,C2004,UT,m,UT00570,NFP,200,4,dead,True,227
UM-HET3,C2004,UT,m,UT00571,NFP,200,4,dead,True,1020
UM-HET3,C2004,UT,m,UT00623,NFP,200,4,dead,True,552
UM-HET3,C2004,UT,m,UT00624,NFP,200,4,dead,True,384
UM-HET3,C2004,UT,m,UT00625,NFP,200,4,dead,True,815
UM-HET3,C2004,UT,f,UT00675,NFP,200,4,dead,True,787
UM-HET3,C2004,UT,f,UT00676,NFP,200,4,dead,True,736
UM-HET3,C2004,UT,f,UT00677,NFP,200,4,dead,True,637
UM-HET3,C2004,UT,f,UT00678,NFP,200,4,dead,True,1086
UM-HET3,C2004,UT,f,UT00702,NFP,200,4,dead,True,1087
UM-HET3,C2004,UT,f,UT00703,NFP,200,4,dead,True,973
UM-HET3,C2004,UT,f,UT00704,NFP,200,4,dead,True,825
UM-HET3,C2004,UT,f,UT00705,NFP,200,4,dead,True,256
UM-HET3,C2004,UT,f,UT00778,NFP,200,4,dead,True,1000
UM-HET3,C2004,UT,f,UT00779,NFP,200,4,dead,True,911
UM-HET3,C2004,UT,f,UT00780,NFP,200,4,dead,True,539
UM-HET3,C2004,UT,f,UT00781,NFP,200,4,dead,True,779
UM-HET3,C2004,UT,m,UT00782,NFP,200,4,removed,False,58
UM-HET3,C2004,UT,m,UT00783,NFP,200,4,dead,True,525
UM-HET3,C2004,UT,m,UT00784,NFP,200,4,dead,True,152
UM-HET3,C2004,UT,m,UT00812,NFP,200,4,dead,True,1132
UM-HET3,C2004,UT,m,UT00813,NFP,200,4,dead,True,438
UM-HET3,C2004,UT,m,UT00814,NFP,200,4,dead,True,833
UM-HET3,C2004,UT,m,UT00818,NFP,200,4,dead,True,888
UM-HET3,C2004,UT,m,UT00819,NFP,200,4,dead,True,851
UM-HET3,C2004,UT,m,UT00820,NFP,200,4,dead,True,981
UM-HET3,C2004,UT,m,UT00824,NFP,200,4,dead,True,874
UM-HET3,C2004,UT,m,UT00825,NFP,200,4,dead,True,782
UM-HET3,C2004,UT,m,UT00826,NFP,200,4,dead,True,489
UM-HET3,C2004,UT,m,UT00827,NFP,200,4,dead,True,956
UM-HET3,C2004,UT,m,UT00828,NFP,200,4,dead,True,908
UM-HET3,C2004,UT,m,UT00829,NFP,200,4,dead,True,907
UM-HET3,C2004,UT,m,UT00830,NFP,200,4,dead,True,559
UM-HET3,C2004,UT,m,UT00831,NFP,200,4,dead,True,705
UM-HET3,C2004,UT,m,UT00832,NFP,200,4,dead,True,639
UM-HET3,C2004,UT,m,UT00836,NFP,200,4,removed,False,628
UM-HET3,C2004,UT,m,UT00837,NFP,200,4,removed,False,628
UM-HET3,C2004,UT,m,UT00838,NFP,200,4,removed,False,628
UM-HET3,C2004,UT,m,UT00842,NFP,200,4,dead,True,646
UM-HET3,C2004,UT,m,UT00843,NFP,200,4,dead,True,933
UM-HET3,C2004,UT,m,UT00844,NFP,200,4,dead,True,597
UM-HET3,C2004,UT,m,UT00845,NFP,200,4,dead,True,845
UM-HET3,C2004,UT,m,UT00846,NFP,200,4,dead,True,774
UM-HET3,C2004,UT,m,UT00847,NFP,200,4,dead,True,820
UM-HET3,C2004,UT,m,UT00875,NFP,200,4,dead,True,948
